OccGroup,Score,pool_n,pm,n,im,state,round
2524 Occupational Therapists,45,1.0,2026-01-27 05:03:16.000000133,0.0,,UNTOUCHED,2026-06
2524 Occupational Therapists,50,2.0,2026-08-29 05:03:29.000000033,0.0,,UNTOUCHED,2026-06
2524 Occupational Therapists,55,2.0,2026-05-26 04:57:32.000000184,0.0,,UNTOUCHED,2026-06
2524 Occupational Therapists,60,6.0,2026-06-01 04:57:11.999999914,0.0,,UNTOUCHED,2026-06
2524 Occupational Therapists,65,36.0,2026-07-11 04:55:42.999999853,0.0,,UNTOUCHED,2026-06
2524 Occupational Therapists,70,53.0,2026-08-27 04:59:08.000000001,0.0,,UNTOUCHED,2026-06
2524 Occupational Therapists,75,67.0,2026-08-14 04:55:58.999999820,6.0,2026-02-10 05:00:56.000000096,PARTIAL,2026-06
2524 Occupational Therapists,80,35.0,2026-08-11 05:03:38.000000252,36.0,2026-08-11 05:03:38.000000252,CLEARED,2026-06
2524 Occupational Therapists,85,12.0,2026-08-06 04:55:26.999999886,12.0,2026-08-06 04:55:26.999999886,CLEARED,2026-06
2524 Occupational Therapists,90,1.0,2026-05-02 05:09:35.000000092,2.0,2026-06-01 07:47:40.999999706,CLEARED,2026-06
2525 Physiotherapists,40,1.0,2026-04-11 05:09:01.999999923,0.0,,UNTOUCHED,2026-06
2525 Physiotherapists,50,3.0,2026-05-31 04:55:58.000000215,0.0,,UNTOUCHED,2026-06
2525 Physiotherapists,55,9.0,2026-08-23 05:01:10.000000231,0.0,,UNTOUCHED,2026-06
2525 Physiotherapists,60,10.0,2026-06-18 04:55:59.999999424,0.0,,UNTOUCHED,2026-06
2525 Physiotherapists,65,36.0,2026-08-06 04:55:26.999999886,0.0,,UNTOUCHED,2026-06
2525 Physiotherapists,70,86.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2525 Physiotherapists,75,71.0,2026-08-14 04:55:58.999999820,7.0,2026-01-28 04:57:18.000000057,PARTIAL,2026-06
2525 Physiotherapists,80,60.0,2026-06-03 04:56:27.000000081,63.0,2026-06-03 18:03:01.999999794,CLEARED,2026-06
2525 Physiotherapists,85,23.0,2026-08-04 04:59:14.000000144,23.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2525 Physiotherapists,90,4.0,2026-08-04 04:59:14.000000144,4.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2525 Physiotherapists,95,1.0,2026-04-03 04:54:53.999999717,1.0,2026-04-03 04:54:53.999999717,CLEARED,2026-06
2525 Physiotherapists,100,0.0,,1.0,2026-06-04 00:04:08.999999745,PARTIAL,2026-06
2526 Podiatrists,65,2.0,2026-02-11 04:59:14.000000144,0.0,,UNTOUCHED,2026-06
2526 Podiatrists,70,3.0,2026-08-13 04:57:24.999999805,0.0,,UNTOUCHED,2026-06
2526 Podiatrists,75,6.0,2026-07-09 04:54:48.000000196,1.0,2025-06-08 05:16:59.000000154,PARTIAL,2026-06
2526 Podiatrists,80,3.0,2026-04-23 11:46:12.000000063,3.0,2026-04-23 11:46:12.000000063,CLEARED,2026-06
2526 Podiatrists,85,2.0,2026-04-21 04:57:11.999999914,2.0,2026-04-21 04:57:11.999999914,CLEARED,2026-06
2527 Speech Professionals and Audiologists,55,5.0,2026-07-29 04:55:29.999999953,0.0,,UNTOUCHED,2026-06
2527 Speech Professionals and Audiologists,60,5.0,2026-08-22 04:57:27.000000276,0.0,,UNTOUCHED,2026-06
2527 Speech Professionals and Audiologists,65,31.0,2026-08-14 04:55:58.999999820,0.0,,UNTOUCHED,2026-06
2527 Speech Professionals and Audiologists,70,31.0,2026-08-30 05:07:51.000000300,0.0,,UNTOUCHED,2026-06
2527 Speech Professionals and Audiologists,75,37.0,2026-08-28 04:55:18.999999903,2.0,2026-02-19 04:55:26.999999886,PARTIAL,2026-06
2527 Speech Professionals and Audiologists,80,45.0,2026-08-31 05:04:37.000000211,46.0,2026-08-31 05:04:37.000000211,CLEARED,2026-06
2527 Speech Professionals and Audiologists,85,23.0,2026-08-04 04:59:14.000000144,24.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2527 Speech Professionals and Audiologists,90,3.0,2026-05-01 05:10:19.999999925,3.0,2026-05-01 05:10:19.999999925,CLEARED,2026-06
2527 Speech Professionals and Audiologists,100,0.0,,1.0,2026-06-03 17:54:09.000000302,PARTIAL,2026-06
2531 General Practitioners and Resident Medical officers,50,3.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2531 General Practitioners and Resident Medical officers,55,8.0,2026-08-26 04:55:23.000000206,0.0,,UNTOUCHED,2026-06
2531 General Practitioners and Resident Medical officers,60,7.0,2026-07-11 04:55:42.999999853,0.0,,UNTOUCHED,2026-06
2531 General Practitioners and Resident Medical officers,65,35.0,2026-07-26 05:06:30.000000222,0.0,,UNTOUCHED,2026-06
2531 General Practitioners and Resident Medical officers,70,66.0,2026-08-21 04:59:33.999999792,0.0,,UNTOUCHED,2026-06
2531 General Practitioners and Resident Medical officers,75,93.0,2026-08-25 04:57:32.999999797,9.0,2026-05-09 04:55:56.999999979,PARTIAL,2026-06
2531 General Practitioners and Resident Medical officers,80,93.0,2026-09-01 05:03:54.000000218,98.0,2026-09-01 05:03:54.000000218,CLEARED,2026-06
2531 General Practitioners and Resident Medical officers,85,59.0,2026-08-04 04:59:14.000000144,60.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2531 General Practitioners and Resident Medical officers,90,13.0,2026-08-16 04:58:10.999999873,13.0,2026-08-16 04:58:10.999999873,CLEARED,2026-06
2531 General Practitioners and Resident Medical officers,95,2.0,2026-04-26 05:02:22.999999686,2.0,2026-04-26 05:02:22.999999686,CLEARED,2026-06
2533 Internal Medicine Specialists,40,1.0,2026-05-17 05:09:28.999999949,0.0,,UNTOUCHED,2026-06
2533 Internal Medicine Specialists,55,1.0,2026-07-15 05:00:49.999999953,0.0,,UNTOUCHED,2026-06
2533 Internal Medicine Specialists,60,4.0,2026-07-22 04:56:30.999999762,0.0,,UNTOUCHED,2026-06
2533 Internal Medicine Specialists,65,8.0,2026-06-29 04:58:45.999999883,0.0,,UNTOUCHED,2026-06
2533 Internal Medicine Specialists,70,4.0,2026-08-27 04:59:08.000000001,0.0,,UNTOUCHED,2026-06
2533 Internal Medicine Specialists,75,5.0,2026-08-11 05:03:38.000000252,0.0,,UNTOUCHED,2026-06
2533 Internal Medicine Specialists,80,7.0,2026-08-04 04:59:14.000000144,7.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2533 Internal Medicine Specialists,85,1.0,2026-04-11 05:09:01.999999923,1.0,2026-04-11 05:09:01.999999923,CLEARED,2026-06
2533 Internal Medicine Specialists,95,1.0,2026-03-11 08:44:29.000000506,1.0,2026-03-11 08:44:29.000000506,CLEARED,2026-06
2534 Psychiatrists,55,1.0,2025-11-10 23:53:00.999999493,0.0,,UNTOUCHED,2026-06
2534 Psychiatrists,60,1.0,2025-11-10 23:23:32.000000248,0.0,,UNTOUCHED,2026-06
2534 Psychiatrists,75,1.0,2025-10-26 08:49:50.000000111,0.0,,UNTOUCHED,2026-06
2534 Psychiatrists,85,1.0,2026-05-19 23:15:23.999999950,1.0,2026-05-19 23:15:23.999999950,CLEARED,2026-06
2534 Psychiatrists,90,1.0,2026-05-26 20:21:55.000000203,1.0,2026-05-26 20:21:55.000000203,CLEARED,2026-06
2535 Surgeons,50,1.0,2025-09-11 04:54:13.000000187,0.0,,UNTOUCHED,2026-06
2535 Surgeons,55,1.0,2026-05-23 04:57:35.000000259,0.0,,UNTOUCHED,2026-06
2535 Surgeons,65,3.0,2026-04-28 21:42:14.999999777,0.0,,UNTOUCHED,2026-06
2535 Surgeons,70,1.0,2026-04-21 04:57:11.999999914,0.0,,UNTOUCHED,2026-06
2535 Surgeons,75,1.0,2026-08-16 04:58:10.999999873,0.0,,UNTOUCHED,2026-06
2535 Surgeons,85,1.0,2026-02-05 04:56:33.000000224,1.0,2026-02-05 04:56:33.000000224,CLEARED,2026-06
2535 Surgeons,100,0.0,,1.0,2026-06-04 00:08:05.000000222,PARTIAL,2026-06
2539 Other Medical Practitioners,50,2.0,2026-05-14 09:19:15.999999911,0.0,,UNTOUCHED,2026-06
2539 Other Medical Practitioners,55,5.0,2026-08-15 04:55:31.000000189,0.0,,UNTOUCHED,2026-06
2539 Other Medical Practitioners,60,8.0,2026-08-18 04:56:31.999999989,0.0,,UNTOUCHED,2026-06
2539 Other Medical Practitioners,65,45.0,2026-08-19 04:55:55.999999752,0.0,,UNTOUCHED,2026-06
2539 Other Medical Practitioners,70,49.0,2026-08-25 04:57:32.999999797,0.0,,UNTOUCHED,2026-06
2539 Other Medical Practitioners,75,71.0,2026-08-28 04:55:18.999999903,4.0,2026-04-23 04:56:01.999999896,PARTIAL,2026-06
2539 Other Medical Practitioners,80,70.0,2026-08-27 04:59:08.000000001,75.0,2026-08-27 04:59:08.000000001,CLEARED,2026-06
2539 Other Medical Practitioners,85,52.0,2026-08-04 04:59:14.000000144,52.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2539 Other Medical Practitioners,90,13.0,2026-08-28 04:55:18.999999903,13.0,2026-08-28 04:55:18.999999903,CLEARED,2026-06
2541 Midwives,45,1.0,2026-04-13 15:17:45.000000018,0.0,,UNTOUCHED,2026-06
2541 Midwives,65,8.0,2026-08-09 05:00:56.999999701,0.0,,UNTOUCHED,2026-06
2541 Midwives,70,9.0,2026-05-19 23:33:56.999999868,0.0,,UNTOUCHED,2026-06
2541 Midwives,75,11.0,2026-08-17 04:55:06.000000003,0.0,,UNTOUCHED,2026-06
2541 Midwives,80,10.0,2026-08-04 04:59:14.000000144,10.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2541 Midwives,85,3.0,2026-08-04 04:59:14.000000144,3.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2541 Midwives,90,0.0,,1.0,2026-08-21 04:59:33.999999792,PARTIAL,2026-06
2544 Registered Nurses,40,2.0,2026-07-12 05:07:29.000000182,0.0,,UNTOUCHED,2026-06
2544 Registered Nurses,45,12.0,2026-07-16 04:59:44.000000237,0.0,,UNTOUCHED,2026-06
2544 Registered Nurses,50,39.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2026-06
2544 Registered Nurses,55,152.0,2026-08-29 05:03:29.000000033,0.0,,UNTOUCHED,2026-06
2544 Registered Nurses,60,277.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2544 Registered Nurses,65,1512.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2544 Registered Nurses,70,1650.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2544 Registered Nurses,75,1608.0,2026-09-02 05:00:32.000000146,108.0,2026-08-17 04:55:06.000000003,PARTIAL,2026-06
2544 Registered Nurses,80,873.0,2026-08-31 05:04:37.000000211,916.0,2026-09-02 05:00:32.000000146,CLEARED,2026-06
2544 Registered Nurses,85,307.0,2026-08-28 04:55:18.999999903,320.0,2026-08-28 04:55:18.999999903,CLEARED,2026-06
2544 Registered Nurses,90,44.0,2026-08-11 05:03:38.000000252,44.0,2026-08-11 05:03:38.000000252,CLEARED,2026-06
2544 Registered Nurses,95,0.0,,1.0,2026-06-01 04:57:11.999999914,PARTIAL,2026-06
2544 Registered Nurses,100,1.0,2025-10-06 14:05:45.999999994,2.0,2026-06-04 00:13:00.000000027,CLEARED,2026-06
2544 Registered Nurses,105,1.0,2026-05-31 12:59:46.000000291,1.0,2026-05-31 12:59:46.000000291,CLEARED,2026-06
2544 Registered Nurses,110,1.0,2026-08-04 04:59:14.000000144,1.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2611 ICT Business and Systems Analysts,40,1.0,2026-03-06 02:33:07.999999732,0.0,,UNTOUCHED,2026-06
2611 ICT Business and Systems Analysts,45,1.0,2025-11-09 05:02:06.000000115,0.0,,UNTOUCHED,2026-06
2611 ICT Business and Systems Analysts,50,20.0,2026-08-23 05:01:10.000000231,0.0,,UNTOUCHED,2026-06
2611 ICT Business and Systems Analysts,55,54.0,2026-08-26 04:55:23.000000206,0.0,,UNTOUCHED,2026-06
2611 ICT Business and Systems Analysts,60,131.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2611 ICT Business and Systems Analysts,65,678.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2611 ICT Business and Systems Analysts,70,832.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2026-06
2611 ICT Business and Systems Analysts,75,1083.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2611 ICT Business and Systems Analysts,80,1160.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2611 ICT Business and Systems Analysts,85,1008.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2611 ICT Business and Systems Analysts,90,1155.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2611 ICT Business and Systems Analysts,95,646.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2611 ICT Business and Systems Analysts,100,230.0,2026-08-29 05:03:29.000000033,0.0,,UNTOUCHED,2026-06
2611 ICT Business and Systems Analysts,105,11.0,2026-06-11 04:57:27.000000276,0.0,,UNTOUCHED,2026-06
2611 ICT Business and Systems Analysts,110,1.0,2026-08-27 04:59:08.000000001,0.0,,UNTOUCHED,2026-06
2612 Multimedia Specialists and Web Developers,50,2.0,2026-03-16 04:55:09.000000079,0.0,,UNTOUCHED,2026-06
2612 Multimedia Specialists and Web Developers,55,2.0,2026-04-11 05:09:01.999999923,0.0,,UNTOUCHED,2026-06
2612 Multimedia Specialists and Web Developers,60,1.0,2026-02-21 04:58:07.999999806,0.0,,UNTOUCHED,2026-06
2612 Multimedia Specialists and Web Developers,65,15.0,2026-08-30 05:07:51.000000300,0.0,,UNTOUCHED,2026-06
2612 Multimedia Specialists and Web Developers,70,29.0,2026-08-30 05:07:51.000000300,0.0,,UNTOUCHED,2026-06
2612 Multimedia Specialists and Web Developers,75,36.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2026-06
2612 Multimedia Specialists and Web Developers,80,30.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2612 Multimedia Specialists and Web Developers,85,44.0,2026-08-20 04:58:58.999999782,0.0,,UNTOUCHED,2026-06
2612 Multimedia Specialists and Web Developers,90,64.0,2026-08-27 04:59:08.000000001,0.0,,UNTOUCHED,2026-06
2612 Multimedia Specialists and Web Developers,95,24.0,2026-08-04 04:59:14.000000144,12.0,2026-08-04 04:59:14.000000144,CLEARED,2026-06
2612 Multimedia Specialists and Web Developers,100,6.0,2026-05-27 08:55:35.999999892,6.0,2026-05-27 08:55:35.999999892,CLEARED,2026-06
2612 Multimedia Specialists and Web Developers,105,1.0,2026-02-13 10:25:56.999999775,1.0,2026-02-13 10:25:56.999999775,CLEARED,2026-06
2612 Multimedia Specialists and Web Developers,110,1.0,2026-04-07 23:53:02.999999964,1.0,2026-04-07 23:53:02.999999964,CLEARED,2026-06
2613 Software and Applications Programmers,25,1.0,2026-04-14 21:21:16.999999905,0.0,,UNTOUCHED,2026-06
2613 Software and Applications Programmers,30,2.0,2026-01-17 15:47:59.999999953,0.0,,UNTOUCHED,2026-06
2613 Software and Applications Programmers,45,8.0,2026-07-22 04:56:30.999999762,0.0,,UNTOUCHED,2026-06
2613 Software and Applications Programmers,50,43.0,2026-08-21 04:59:33.999999792,0.0,,UNTOUCHED,2026-06
2613 Software and Applications Programmers,55,127.0,2026-08-26 04:55:23.000000206,0.0,,UNTOUCHED,2026-06
2613 Software and Applications Programmers,60,323.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2026-06
2613 Software and Applications Programmers,65,1401.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2613 Software and Applications Programmers,70,1842.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2613 Software and Applications Programmers,75,2113.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2613 Software and Applications Programmers,80,1950.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2613 Software and Applications Programmers,85,2149.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2613 Software and Applications Programmers,90,2365.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2613 Software and Applications Programmers,95,1339.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2613 Software and Applications Programmers,100,527.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2026-06
2613 Software and Applications Programmers,105,61.0,2026-08-15 04:55:31.000000189,0.0,,UNTOUCHED,2026-06
2613 Software and Applications Programmers,110,4.0,2026-04-04 04:56:25.000000241,0.0,,UNTOUCHED,2026-06
2613 Software and Applications Programmers,115,1.0,2026-03-27 04:54:48.000000196,0.0,,UNTOUCHED,2026-06
"2621 Database and Systems Administrators, and ICT Security Specialists",50,6.0,2026-05-28 15:48:14.000000088,0.0,,UNTOUCHED,2026-06
"2621 Database and Systems Administrators, and ICT Security Specialists",55,20.0,2026-08-25 04:57:32.999999797,0.0,,UNTOUCHED,2026-06
"2621 Database and Systems Administrators, and ICT Security Specialists",60,36.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2026-06
"2621 Database and Systems Administrators, and ICT Security Specialists",65,190.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2026-06
"2621 Database and Systems Administrators, and ICT Security Specialists",70,209.0,2026-08-30 05:07:51.000000300,0.0,,UNTOUCHED,2026-06
"2621 Database and Systems Administrators, and ICT Security Specialists",75,237.0,2026-08-29 05:03:29.000000033,0.0,,UNTOUCHED,2026-06
"2621 Database and Systems Administrators, and ICT Security Specialists",80,260.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
"2621 Database and Systems Administrators, and ICT Security Specialists",85,222.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2026-06
"2621 Database and Systems Administrators, and ICT Security Specialists",90,228.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2026-06
"2621 Database and Systems Administrators, and ICT Security Specialists",95,128.0,2026-08-30 05:07:51.000000300,0.0,,UNTOUCHED,2026-06
"2621 Database and Systems Administrators, and ICT Security Specialists",100,32.0,2026-08-08 04:56:11.999999719,0.0,,UNTOUCHED,2026-06
"2621 Database and Systems Administrators, and ICT Security Specialists",105,1.0,2025-12-26 04:55:55.000000148,0.0,,UNTOUCHED,2026-06
2631 Computer Network Professionals,30,1.0,2025-10-16 12:46:00.999999168,0.0,,UNTOUCHED,2026-06
2631 Computer Network Professionals,40,1.0,2026-06-04 04:55:44.999999693,0.0,,UNTOUCHED,2026-06
2631 Computer Network Professionals,45,1.0,2026-05-26 04:57:32.000000184,0.0,,UNTOUCHED,2026-06
2631 Computer Network Professionals,50,8.0,2026-06-04 04:55:44.999999693,0.0,,UNTOUCHED,2026-06
2631 Computer Network Professionals,55,34.0,2026-08-24 04:55:15.999999827,0.0,,UNTOUCHED,2026-06
2631 Computer Network Professionals,60,54.0,2026-08-25 04:57:32.999999797,0.0,,UNTOUCHED,2026-06
2631 Computer Network Professionals,65,222.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2631 Computer Network Professionals,70,260.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2631 Computer Network Professionals,75,398.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2631 Computer Network Professionals,80,308.0,2026-08-30 05:07:51.000000300,0.0,,UNTOUCHED,2026-06
2631 Computer Network Professionals,85,271.0,2026-08-29 05:03:29.000000033,0.0,,UNTOUCHED,2026-06
2631 Computer Network Professionals,90,278.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2026-06
2631 Computer Network Professionals,95,133.0,2026-08-25 04:57:32.999999797,0.0,,UNTOUCHED,2026-06
2631 Computer Network Professionals,100,70.0,2026-08-23 05:01:10.000000231,0.0,,UNTOUCHED,2026-06
2631 Computer Network Professionals,105,1.0,2026-03-17 11:38:00.999999706,0.0,,UNTOUCHED,2026-06
2633 Telecommunications Engineering Professionals,45,3.0,2026-05-21 04:54:51.999999877,0.0,,UNTOUCHED,2026-06
2633 Telecommunications Engineering Professionals,50,3.0,2026-06-29 04:58:45.999999883,0.0,,UNTOUCHED,2026-06
2633 Telecommunications Engineering Professionals,55,18.0,2026-07-21 04:59:38.000000094,0.0,,UNTOUCHED,2026-06
2633 Telecommunications Engineering Professionals,60,35.0,2026-08-16 04:58:10.999999873,0.0,,UNTOUCHED,2026-06
2633 Telecommunications Engineering Professionals,65,116.0,2026-08-30 05:07:51.000000300,0.0,,UNTOUCHED,2026-06
2633 Telecommunications Engineering Professionals,70,99.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2026-06
2633 Telecommunications Engineering Professionals,75,196.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2633 Telecommunications Engineering Professionals,80,120.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2633 Telecommunications Engineering Professionals,85,102.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2633 Telecommunications Engineering Professionals,90,59.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2026-06
2633 Telecommunications Engineering Professionals,95,19.0,2026-08-10 04:58:42.999999816,10.0,2026-08-04 04:59:14.000000144,PARTIAL,2026-06
2633 Telecommunications Engineering Professionals,100,2.0,2026-05-24 05:14:24.999999990,3.0,2026-06-03 15:19:53.999999996,CLEARED,2026-06
2711 Barristers,70,1.0,2026-03-27 04:54:48.000000196,0.0,,UNTOUCHED,2026-06
2711 Barristers,75,2.0,2026-08-10 04:58:42.999999816,0.0,,UNTOUCHED,2026-06
2711 Barristers,80,1.0,2026-02-18 11:30:23.000000140,1.0,2026-02-18 11:30:23.000000140,CLEARED,2026-06
2711 Barristers,85,1.0,2026-02-18 11:17:48.999999903,1.0,2026-02-18 11:17:48.999999903,CLEARED,2026-06
2713 Solicitors,45,1.0,2025-12-21 06:24:40.999999818,0.0,,UNTOUCHED,2026-06
2713 Solicitors,50,1.0,2026-07-19 05:21:30.000000018,0.0,,UNTOUCHED,2026-06
2713 Solicitors,55,3.0,2026-08-03 04:59:30.000000111,0.0,,UNTOUCHED,2026-06
2713 Solicitors,60,17.0,2026-08-02 05:01:45.000000240,0.0,,UNTOUCHED,2026-06
2713 Solicitors,65,39.0,2026-07-29 04:55:29.999999953,0.0,,UNTOUCHED,2026-06
2713 Solicitors,70,63.0,2026-08-26 04:55:23.000000206,0.0,,UNTOUCHED,2026-06
2713 Solicitors,75,72.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2026-06
2713 Solicitors,80,103.0,2026-08-30 05:07:51.000000300,89.0,2026-08-21 04:59:33.999999792,PARTIAL,2026-06
2713 Solicitors,85,98.0,2026-08-21 12:21:27.999999964,98.0,2026-08-21 12:21:27.999999964,CLEARED,2026-06
2713 Solicitors,90,50.0,2026-06-03 11:47:14.999999703,50.0,2026-06-03 11:47:14.999999703,CLEARED,2026-06
2713 Solicitors,95,3.0,2026-05-17 05:09:28.999999949,3.0,2026-05-17 05:09:28.999999949,CLEARED,2026-06
2723 Psychologists,55,1.0,2025-11-19 04:57:02.999999695,0.0,,UNTOUCHED,2026-06
2723 Psychologists,60,1.0,2025-09-11 04:54:13.000000187,0.0,,UNTOUCHED,2026-06
2723 Psychologists,65,15.0,2026-05-22 18:59:16.999999794,0.0,,UNTOUCHED,2026-06
2723 Psychologists,70,18.0,2026-08-05 04:57:06.999999998,0.0,,UNTOUCHED,2026-06
2723 Psychologists,75,18.0,2026-07-23 04:55:36.999999710,2.0,2026-04-18 04:58:10.000000269,PARTIAL,2026-06
2723 Psychologists,80,28.0,2026-05-29 04:55:04.000000163,28.0,2026-06-03 19:31:57.999999927,CLEARED,2026-06
2723 Psychologists,85,16.0,2026-05-08 04:56:01.999999896,16.0,2026-06-01 04:57:11.999999914,CLEARED,2026-06
